X5,X2,X3,X4,X6,X1,X10,X7,X8,X9,X11,X12,X15,X13,X14,Y
67,,8,430,782,3216,443,227,243,150,0.07,-350,, FC13, CA52,Toyota
33,1,41,524,566,2190,778,133,133,113,0.38,175,, FC14, CA30,Honda
-34,,15,309,1243,3073,242,202,208,140,0.4,695,, FC13, CA44,Toyota
-3,123,5,30,1959,3077,2029,228,236,142,0.5,43,, FC11, CA43,Toyota
9,74,18,67,1103,2490,977,239,202,88,0.98,49,, FC13, CA37,Honda
49,99,29,108,120,2681,750,252,187,42,0.05,284,, FC11, CA50,BMW
-13,229,17,108,1869,2872,1476,192,253,195,0.61,45,, FC13, CA43,BMW
-12,181,15,60,2692,3184,2676,224,248,153,0.88,817,, FC11, CA49,GMC
0,86,16,0,589,2375,430,242,211,95,0.6,-663,R2, FC14, CA21,Mercedes
0,55,13,470,2086,2952,2940,228,212,115,0.91,-986,, FC13, CA43,Toyota
28,39,6,362,95,2727,792,220,227,142,0.4,558,, FC13, CA31,BMW
157,102,14,418,1565,2736,1045,243,221,104,0.33,363,R3, FC13, CA31,Honda
60,10,10,339,2949,2772,1245,209,220,148,0.26,-181,, FC13, CA52,BMW
0,80,12,0,845,2231,1113,236,218,111,0.05,-178,, FC14, CA30,Mercedes
165,65,10,426,973,2358,1410,230,221,123,0.27,-305,, FC14, CA26,Mercedes
89,33,7,330,741,2566,994,219,226,143,0.82,-58,, FC14, CA26,Honda
0,79,46,108,309,2830,1579,229,116,0,0.98,-771,, FC11, CA50,BMW
0,92,19,0,484,2315,592,246,207,82,0.74,194,, FC14, CA37,Mercedes
9,76,22,30,942,2257,1146,241,192,70,0.95,-191,, FC14, CA24,Mercedes
121,2,18,283,1307,2378,1092,193,203,146,0.31,955,, FC14, CA30,Honda
104,106,8,331,785,2328,108,233,231,130,0.69,-67,, FC14, CA26,Honda
22,89,20,108,2228,2677,2553,246,203,78,0.55,492,, FC13, CA22,Honda
1,79,12,30,2114,3060,3515,236,217,110,0.34,628,, FC13, CA44,Toyota
42,123,32,85,939,2153,297,254,198,45,0.03,193,R3, FC14, CA23,Mercedes
0,70,7,0,417,2333,1396,228,226,132,0.64,-221,, FC14, CA34,Mercedes
77,119,35,134,339,2318,1851,254,185,27,0.72,-618,, FC14, CA23,Mercedes
1,,6,30,716,2766,2569,230,234,138,0.48,195,, FC13, CA31,BMW
55,168,24,190,390,2910,949,231,241,127,0.62,290,, FC13, CA33,BMW
22,193,22,85,1986,2629,2685,212,251,163,0.26,-962,, FC13, CA24,Honda
8,52,10,371,812,2719,1935,226,218,125,0.03,-770,, FC11, CA32,Toyota
0,203,20,0,1326,2136,1351,206,253,175,0.05,435,, FC14, CA37,Mercedes
171,316,28,323,1231,2320,663,136,204,202,0.57,-421,, FC14, CA30,Honda
0,282,8,0,1812,2935,1348,198,241,182,0.2,190,, FC13, CA52,BMW
135,331,17,240,808,2247,283,179,217,177,0.32,-210,, FC14, CA30,Honda
0,324,4,0,492,2194,1233,209,235,164,0.79,229,, FC14, CA36,Mercedes
78,,15,342,391,2782,467,244,225,106,0.66,193,, FC11, CA50,BMW
26,98,17,240,2613,3365,2455,246,213,90,0.52,827,R3, FC11, CA59,GMC
148,103,29,210,1348,2820,900,253,188,41,0.24,527,, FC13, CA33,BMW
161,65,26,313,1187,2810,755,234,178,61,0.08,394,, FC13, CA33,BMW
18,313,10,60,162,3061,474,192,232,180,0.13,293,, FC12, CA42,Toyota
0,163,27,0,738,2221,417,233,236,115,0.28,9,, FC14, CA24,Mercedes
5,73,11,30,2873,3328,2364,233,218,115,0.79,858,, FC11, CA59,GMC
34,167,17,268,2355,2764,2280,232,244,137,0.33,97,, FC13, CA24,Honda
48,282,7,268,4494,3251,661,201,241,179,0.01,-372,, FC11, CA58,Toyota
52,60,21,153,180,2724,1745,231,192,84,0.77,286,, FC11, CA49,BMW
17,150,25,42,1387,2742,1448,243,230,102,0.54,492,, FC13, CA24,BMW
41,198,4,532,1994,2806,1922,218,243,161,0.32,-327,, FC13, CA37,BMW
103,44,20,216,1320,2775,883,220,193,99,0.05,-677,R3, FC13, CA33,BMW
0,55,21,0,626,2390,408,228,190,85,0.55,-435,, FC14, CA21,Mercedes
8,131,10,67,2718,3009,573,237,235,128,0.64,805,, FC11, CA49,Toyota
30,76,4,190,1290,2586,4875,225,232,143,0.48,-560,, FC11, CA38,Ford
-18,78,15,240,558,3015,1064,238,211,100,0.91,-135,, FC11, CA49,Toyota
59,,4,648,4173,3231,1921,221,231,147,0.32,-798,, FC11, CA49,Toyota
106,45,22,342,365,2774,2229,220,188,92,0.45,-86,, FC11, CA49,BMW
168,27,30,300,516,2205,379,191,159,87,0.33,919,R3, FC14, CA30,Honda
65,,21,150,150,2714,924,242,196,75,0.92,395,, FC11, CA50,BMW
38,,29,60,450,2318,1664,127,213,220,0.54,-684,, FC14, CA30,Honda
79,299,23,180,5104,2890,4734,150,224,212,0.7,454,R2, FC11, CA44,Ford
203,,16,847,2252,2883,1677,172,236,204,0.05,-23,, FC13, CA33,BMW
144,83,30,242,256,2077,418,245,172,34,0.08,152,, FC14, CA21,Honda
4,52,9,42,3105,3074,5353,225,221,130,0.17,905,, FC11, CA49,Toyota
145,,28,366,1167,2271,636,254,205,58,0.01,981,R2, FC14, CA23,Mercedes
11,81,7,175,912,2502,5316,230,227,129,0.93,-814,, FC11, CA38,BMW
11,186,23,30,1110,2226,342,217,249,153,0.29,-318,, FC14, CA21,Mercedes
38,66,23,95,967,2507,837,235,188,74,0.47,606,, FC14, CA30,Honda
83,,36,120,150,2750,1513,232,148,16,0.7,663,, FC11, CA49,BMW
63,52,22,108,1350,2276,624,225,188,86,0.04,545,, FC14, CA22,Honda
37,51,15,180,457,2563,953,226,207,111,0.98,-359,, FC14, CA26,Honda
159,83,19,360,616,2356,1710,243,205,85,0.61,-418,, FC14, CA23,Mercedes
23,299,29,108,808,2313,674,125,214,222,0.26,-4,, FC14, CA26,Honda
-6,72,5,418,3855,3168,4394,226,230,138,0.2,347,R3, FC11, CA43,Toyota
60,103,15,228,390,2764,417,244,219,100,0.82,151,R3, FC11, CA50,BMW
86,101,31,210,680,2283,1614,253,182,32,0.21,238,, FC14, CA23,Mercedes
13,75,16,30,470,2448,1776,238,209,98,0.12,742,, FC14, CA26,Honda
60,102,13,242,2134,2821,3013,241,223,110,0.04,295,, FC11, CA32,Toyota
14,307,9,90,3250,3025,350,194,235,180,0.04,-911,R2, FC11, CA49,Toyota
0,357,5,0,1140,2214,335,213,231,157,0.5,135,, FC14, CA37,Mercedes
0,57,8,0,1550,2564,1189,226,223,132,0.8,185,, FC13, CA37,Honda
21,58,4,228,5379,3218,1211,223,230,143,0.55,-952,, FC11, CA49,Toyota
0,,5,42,3167,3028,2516,225,230,140,0.19,-110,, FC13, CA43,Toyota
147,323,36,256,1224,2297,755,110,179,196,0.52,-941,, FC14, CA30,Honda
100,,16,242,845,2298,859,246,221,98,0.53,609,, FC14, CA26,Honda
43,273,27,108,780,2146,258,139,236,230,0.78,868,, FC14, CA30,Honda
55,76,13,234,2174,2826,2970,236,216,109,0.66,153,, FC11, CA32,Toyota
242,104,17,938,2532,3527,1092,247,216,92,0.75,153,, FC11, CA60,Toyota
21,60,16,162,2758,3344,2402,231,205,102,0.51,102,, FC11, CA59,GMC
0,16,22,0,930,2130,350,195,187,122,0.89,-479,, FC14, CA30,Mercedes
4,338,12,30,960,2193,1341,194,223,168,0.83,455,, FC14, CA24,Mercedes
90,,17,552,1110,2480,450,207,203,129,0.38,-581,, FC14, CA26,Honda
225,107,21,417,1917,2966,666,250,211,79,0.58,-389,, FC13, CA33,BMW
128,203,25,256,1154,2811,1766,199,253,176,0.55,-765,, FC13, CA24,BMW
80,205,15,395,1627,3060,3565,210,252,174,0.75,-252,, FC11, CA42,Toyota
148,93,20,361,1068,2332,1291,247,206,79,0.45,925,, FC14, CA26,Mercedes
74,118,22,150,1338,2257,960,251,214,78,0.02,583,, FC14, CA23,Mercedes
84,,27,228,335,2092,182,164,183,150,0.89,444,, FC14, CA25,Honda
169,358,15,511,900,2555,1177,195,210,152,0.89,310,, FC14, CA30,Honda
7,245,4,30,5180,2926,3331,212,243,169,0.2,459,R1, FC11, CA43,Toyota
-2,105,3,42,1680,2776,2411,224,236,147,0.72,-114,, FC13, CA37,BMW
15,200,22,60,277,2199,426,206,253,171,0.44,775,, FC14, CA22,Honda
5,,5,60,1731,2896,1507,223,242,154,0.64,194,, FC13, CA52,BMW
-4,,5,90,1458,3084,3240,228,238,144,0.46,-881,, FC13, CA43,Toyota
4,351,9,42,1129,2184,1172,204,225,159,0.89,870,, FC14, CA24,Mercedes
31,122,30,90,785,2228,1506,254,201,52,0.86,275,, FC14, CA23,Mercedes
53,105,32,95,979,2164,339,254,182,29,0.94,43,, FC14, CA23,Mercedes
195,0,30,480,1110,2401,201,161,168,132,0.3,-440,, FC14, CA30,Honda
50,95,29,150,679,2247,1612,251,185,42,0.1,487,, FC14, CA23,Mercedes
0,122,9,0,450,3018,1084,235,233,129,0.65,-586,, FC11, CA42,Toyota
63,252,18,175,979,2757,1888,177,249,209,0.89,-177,, FC13, CA24,BMW
37,321,17,190,1239,2225,1050,175,222,186,0.2,-700,, FC14, CA30,Honda
128,73,22,256,1276,2803,830,239,192,72,0,-658,, FC13, CA33,BMW
100,58,23,391,420,2774,2311,229,184,75,0.85,703,, FC11, CA49,BMW
97,319,14,648,2126,2863,849,182,226,183,0.83,-220,, FC13, CA31,BMW
69,342,5,495,5700,3060,5139,209,232,161,0.1,-727,, FC11, CA32,Toyota
5,32,4,30,0,2332,771,219,230,147,0.89,740,, FC14, CA37,Honda
217,80,30,351,1295,2889,933,243,172,37,0.29,-463,, FC13, CA52,BMW
68,83,34,124,335,2119,335,244,161,18,0.7,-400,, FC14, CA30,Mercedes
91,156,10,443,560,2699,67,232,242,141,0.83,-559,, FC13, CA24,Honda
185,53,27,335,342,2837,1473,223,170,64,0.16,-809,, FC11, CA50,BMW
0,192,19,0,1243,2177,875,215,251,163,0.84,887,, FC14, CA37,Mercedes
34,256,8,306,5626,3260,1471,202,245,182,0.92,501,, FC11, CA42,Toyota
72,86,10,361,1020,3335,1302,235,223,119,0.09,-191,, FC13, CA59,GMC
14,79,10,67,962,2429,1231,234,222,119,0.06,-79,R2, FC14, CA26,Honda
-3,93,9,30,2826,3175,2564,234,227,125,0.64,184,, FC11, CA49,GMC
67,129,18,234,2514,2696,2275,247,226,101,0.3,144,, FC13, CA30,Honda
4,335,7,30,3378,3065,2296,205,231,165,0.26,-350,, FC11, CA43,Toyota
46,6,11,514,1756,3151,2651,206,218,149,0.89,-967,, FC13, CA51,Toyota
184,212,3,1129,1358,3434,1765,217,242,162,0.23,-24,R1, FC13, CA58,Toyota
-10,90,28,360,390,2889,2021,249,184,46,0.75,241,, FC11, CA50,BMW
0,51,3,0,1170,2309,162,221,232,148,0.94,812,, FC14, CA26,Mercedes
155,197,18,361,1082,2275,560,212,252,168,0.74,914,, FC14, CA23,Mercedes
0,268,21,0,1423,2653,960,162,243,218,0.61,796,, FC13, CA43,BMW
65,,36,95,285,2013,553,101,207,234,0.33,410,, FC14, CA30,Honda
132,,25,283,295,2781,1860,250,194,57,0.06,-998,, FC11, CA50,BMW
155,9,34,268,335,2120,210,162,154,112,0.43,950,, FC14, CA30,Honda
33,313,11,180,750,3165,1359,189,231,182,0.64,-518,, FC13, CA43,Toyota
84,280,18,242,1074,2378,691,169,239,209,0.19,867,, FC14, CA26,Mercedes
97,341,34,192,1158,2213,1116,130,168,164,0.21,-177,, FC14, CA30,Honda
0,139,15,0,2329,2703,579,241,234,119,0.65,113,, FC13, CA51,BMW
43,323,25,85,3118,2739,6219,149,205,192,0.74,-47,, FC11, CA49,Toyota
8,28,5,240,30,2707,708,218,230,148,0.44,923,, FC13, CA37,BMW
167,141,22,400,1082,2287,582,246,228,99,0.56,606,, FC14, CA23,Mercedes
23,,8,371,2822,3064,6357,232,228,129,0.45,981,, FC11, CA49,Toyota
8,128,16,30,360,2281,1557,245,228,107,0.41,-215,, FC14, CA24,Mercedes
0,258,16,0,424,2028,607,181,248,204,0.99,-198,, FC14, CA37,Honda
3,127,15,30,1535,2796,1756,243,229,111,0.37,353,, FC13, CA37,BMW
35,148,32,67,1124,2215,1167,243,218,78,0.02,918,, FC14, CA23,Mercedes
162,100,11,384,966,2355,1399,238,225,116,0.33,-834,, FC14, CA26,Mercedes
11,,28,30,272,2040,402,254,193,48,0.35,-973,, FC14, CA23,Mercedes
0,12,22,0,1624,2264,828,192,190,128,0.36,959,, FC14, CA37,Mercedes
66,96,38,108,362,2117,306,249,157,0,0.34,949,, FC14, CA23,Mercedes
187,286,14,837,2220,2864,1693,181,239,197,0.56,28,, FC13, CA33,BMW
95,209,17,255,886,2609,1595,205,254,179,0.2,-311,, FC13, CA24,Honda
177,295,15,810,1243,3287,2831,176,235,198,0.02,-490,, FC13, CA52,Toyota
-85,72,32,150,342,2817,2125,236,161,31,0.89,-432,, FC11, CA50,BMW
2,122,14,30,510,3118,2138,243,228,110,0.38,-908,R1, FC11, CA43,Toyota
22,,14,85,2379,2838,2252,183,225,182,0.43,763,, FC11, CA49,Toyota
-83,,6,400,1500,3091,1201,219,228,145,0.85,855,, FC11, CA49,Toyota
8,28,11,120,3365,3343,2145,216,215,134,0.07,-470,R1, FC13, CA58,Toyota
0,204,6,0,1294,2967,361,217,246,165,0.59,972,, FC13, CA43,Toyota
7,256,23,457,228,2367,731,159,247,221,0.52,386,, FC14, CA30,Honda
73,,22,162,175,2729,1894,245,197,70,0.63,22,, FC11, CA50,BMW
0,317,9,0,607,2070,124,196,232,176,0.98,-401,, FC14, CA23,Mercedes
-134,80,31,270,306,2795,2012,243,168,31,0.8,434,, FC11, CA50,BMW
251,14,16,492,997,2441,1006,203,205,136,0.66,-707,, FC14, CA26,Honda
20,182,5,402,408,3254,674,222,244,157,0.63,-625,, FC13, CA52,Toyota
14,293,13,564,3523,3336,1530,184,237,193,0.02,-613,, FC11, CA59,Toyota
0,47,10,0,983,2097,702,224,219,129,0.94,656,, FC14, CA23,Mercedes
26,184,15,180,2877,3244,2432,223,249,155,0.41,-125,R2, FC11, CA49,GMC
54,136,13,242,937,2348,543,240,234,121,0.06,480,, FC14, CA26,Mercedes
0,49,9,0,450,2036,644,224,220,129,0.02,375,, FC14, CA37,Mercedes
0,189,9,0,918,2055,351,221,247,160,0.87,346,R, FC14, CA37,Mercedes
-5,,12,30,4400,3160,1989,238,220,110,0.06,-770,R1, FC11, CA49,Toyota
68,127,31,134,807,2265,1487,253,202,51,0.38,-40,, FC14, CA23,Mercedes
0,341,24,0,1082,2200,576,164,198,169,0,-290,, FC14, CA30,Mercedes
0,35,22,0,466,2323,391,212,186,101,0.31,-916,R3, FC14, CA37,Honda
18,,30,30,499,2234,953,241,171,39,0.39,-556,, FC14, CA21,Mercedes
5,,8,42,1233,3206,433,206,248,179,0.28,262,, FC13, CA41,Toyota
12,86,13,60,2256,3312,2766,239,217,107,0.91,866,, FC11, CA59,GMC
28,59,25,90,150,2092,503,230,178,66,0.92,356,, FC14, CA30,Honda
0,130,8,0,350,2843,1182,233,236,135,0.64,-980,, FC13, CA53,BMW
204,99,22,309,2037,2949,666,250,204,71,0.83,-474,, FC13, CA33,BMW
0,74,8,0,1150,2161,741,230,224,127,0.8,-681,, FC14, CA37,Mercedes
0,328,13,0,1358,2104,872,187,224,176,0.55,-989,, FC14, CA37,Mercedes
0,30,7,0,1015,2325,1406,218,226,143,0.98,-148,, FC14, CA30,Mercedes
0,311,14,0,2268,2808,872,182,230,187,0.66,351,, FC13, CA53,BMW
61,192,26,150,1040,2589,1348,208,249,160,0.84,-249,R3, FC13, CA24,Honda
129,168,13,371,816,2657,1134,230,245,144,0.98,-52,, FC13, CA22,Honda
36,310,8,450,2497,3311,810,197,234,177,0.43,273,, FC13, CA52,Toyota
-7,60,31,85,120,2732,1477,227,161,45,0.72,-621,, FC11, CA50,BMW
21,126,15,446,722,2665,458,244,229,110,0.93,158,, FC13, CA22,Honda
4,80,4,192,780,2831,60,225,232,142,0.71,-785,, FC11, CA49,BMW
68,58,27,95,95,2702,1047,227,172,61,0.3,-650,, FC11, CA50,BMW
78,327,24,421,270,2285,1626,154,205,186,0.87,-785,, FC14, CA30,Honda
150,358,29,365,726,2307,779,164,175,139,0.29,-752,, FC14, CA30,Honda
209,246,21,350,977,2322,459,171,251,213,0.17,-244,, FC14, CA23,Mercedes
0,238,3,0,1148,2111,1333,214,242,166,0.66,85,, FC14, CA37,Mercedes
61,34,11,400,5155,2996,1889,219,216,132,0.09,-711,R3, FC11, CA49,Toyota
53,119,32,108,404,2294,1888,254,195,42,0.53,804,R2, FC14, CA23,Mercedes
41,335,5,150,660,2286,582,209,233,163,0.69,-294,, FC14, CA22,Honda
0,14,7,30,1149,2180,1149,213,225,149,0.57,-706,, FC14, CA24,Mercedes
20,54,13,150,162,2695,2268,227,211,115,0.27,-990,, FC11, CA49,BMW
3,335,5,42,4111,3293,3814,209,233,163,0.53,-620,R1, FC11, CA58,GMC
2,110,12,30,1385,2204,743,241,226,112,0.57,-904,, FC14, CA37,Mercedes
31,78,7,277,2227,3227,1677,229,228,132,0.48,212,, FC13, CA43,Toyota
32,93,22,134,638,2239,1655,248,202,72,0.98,469,, FC14, CA23,Mercedes
-17,66,5,30,1318,2165,979,225,230,141,0.93,-623,, FC14, CA24,Mercedes
54,172,14,534,2560,2899,1894,228,246,146,0.56,193,, FC13, CA46,BMW
-1,320,4,30,2890,2755,5468,209,236,165,0.96,876,, FC11, CA32,Ford
100,339,11,361,1224,2391,1129,197,225,166,0.84,96,, FC14, CA22,Honda
22,359,20,108,3095,3180,3928,186,199,147,0.66,-465,, FC11, CA42,Toyota
6,317,9,30,2038,2888,1464,197,233,175,0.03,141,, FC13, CA43,BMW
3,176,8,212,1775,2894,1365,224,245,154,0.18,745,, FC13, CA52,BMW
22,94,28,240,421,2922,2147,251,186,44,0.91,-993,, FC11, CA50,BMW
76,56,22,162,170,2763,1276,228,189,83,0.55,801,, FC11, CA49,BMW
113,231,12,361,2060,2878,797,201,251,186,0.11,-765,R2, FC13, CA51,BMW
69,117,31,150,467,2294,1824,254,195,43,0.27,459,, FC14, CA23,Mercedes
35,125,20,108,2047,2801,1104,249,221,91,0.36,340,, FC13, CA33,BMW
0,63,7,0,993,2374,875,227,225,132,0.04,-561,, FC14, CA36,Mercedes
109,280,22,430,319,2361,696,155,236,219,0.2,-147,, FC14, CA30,Honda
14,95,11,391,983,2404,984,238,223,114,0.3,-744,, FC14, CA22,Honda
9,145,21,30,1482,2160,242,244,232,107,0.05,495,, FC14, CA23,Mercedes
14,50,12,60,2368,3121,1842,225,214,121,0.37,371,, FC11, CA49,Toyota
12,141,26,42,1259,2123,1142,247,222,86,0.57,112,, FC14, CA21,Mercedes
141,62,24,256,285,2809,1718,232,183,70,0.66,217,R3, FC11, CA49,BMW
35,136,18,95,992,2342,942,245,230,107,0.93,695,, FC14, CA23,Honda
0,184,4,0,201,2288,433,220,242,157,0.81,-406,, FC14, CA31,Mercedes
42,,16,134,931,2428,979,245,218,97,0.11,250,, FC14, CA25,Honda
1,301,10,30,1634,2917,1318,193,236,183,0.85,-334,, FC11, CA49,Toyota
116,284,18,277,1020,2807,1878,169,238,208,0.41,-1,, FC13, CA24,BMW
0,337,13,0,819,2213,335,190,221,170,0.65,-314,, FC14, CA34,Mercedes
0,173,12,0,1249,2617,845,227,246,149,0.55,-23,R2, FC13, CA22,BMW
25,266,4,636,630,3259,624,210,241,169,0.33,658,, FC13, CA52,Toyota
130,93,25,430,3290,3144,1816,250,192,55,0.05,570,, FC13, CA53,Toyota
132,87,23,270,270,2764,726,246,196,67,0.03,837,, FC11, CA50,BMW
87,123,22,277,1082,2914,391,251,216,81,0.85,-564,, FC11, CA50,BMW
9,,22,42,1473,2673,721,251,208,72,0.49,-106,, FC11, CA50,BMW
-24,107,16,457,708,2615,649,246,219,98,0.89,148,, FC13, CA22,BMW
25,297,15,90,2026,2889,983,176,234,197,0.56,700,, FC13, CA53,BMW
167,30,32,283,1019,2311,1449,191,152,77,0.84,-727,, FC14, CA30,Honda
110,109,27,277,1099,2291,1231,254,199,55,0.74,-659,, FC14, CA23,Mercedes
2,310,11,30,2106,2866,940,189,232,183,0.04,94,, FC13, CA53,BMW
45,,23,150,2696,3166,1448,223,184,85,0.05,121,, FC13, CA44,Toyota
35,52,11,175,2382,2765,2259,226,217,124,0.96,-87,, FC13, CA52,Honda
-25,257,4,510,6363,3083,2873,209,242,171,0.76,842,, FC11, CA49,Ford
22,308,21,150,4236,3224,1443,160,223,201,0.31,-174,, FC11, CA58,GMC
99,,31,170,834,2199,228,254,199,48,0.12,737,, FC14, CA23,Mercedes
174,113,31,268,624,2252,192,254,192,41,0.87,163,, FC14, CA23,Mercedes
38,,19,153,3303,3267,1423,165,237,211,0.61,388,, FC13, CA52,Toyota
137,167,6,532,1641,3247,2366,225,242,151,0.24,160,, FC13, CA51,Toyota
10,102,17,67,2608,3154,2522,246,215,91,0.26,648,, FC11, CA50,Toyota
105,118,21,234,1260,2293,1057,251,215,82,0.23,474,, FC14, CA26,Mercedes
60,304,20,242,4402,3239,1448,162,226,203,0.51,-39,, FC11, CA58,GMC
0,140,13,60,1708,2868,2081,239,236,125,0.65,379,, FC13, CA24,BMW
22,101,21,134,201,2273,916,249,207,76,0.61,454,, FC14, CA23,Honda
37,143,21,108,1454,2321,816,245,230,103,0.55,-273,R1, FC14, CA23,Honda
64,121,19,242,1549,3226,2751,249,221,92,0.6,256,, FC11, CA49,Toyota
214,75,30,371,3827,3251,2538,240,170,39,0.74,-234,R1, FC13, CA53,Toyota
46,359,12,390,4837,3155,3022,202,219,153,0.95,593,R1, FC11, CA50,Toyota
8,238,4,90,4252,3376,4112,212,244,170,0.37,-870,, FC11, CA60,GMC
0,283,15,0,1570,3025,216,178,240,201,0.2,-759,, FC13, CA43,Toyota
217,90,28,335,350,2858,1986,249,184,45,0.98,408,, FC11, CA50,BMW
37,54,10,192,150,2520,1781,226,218,125,0.14,-937,, FC14, CA25,Mercedes
19,92,20,360,3372,3341,1731,246,205,79,0.99,525,, FC11, CA49,GMC
57,70,7,362,1959,2823,860,228,226,132,0.64,405,, FC13, CA31,BMW
48,82,44,150,323,2878,1575,234,124,0,0.71,116,, FC11, CA50,BMW
0,273,10,0,1959,2907,1167,194,243,189,0.85,-31,, FC13, CA39,BMW
52,71,22,108,108,2709,973,238,192,74,0.36,577,, FC11, CA50,BMW
0,4,15,0,1200,2127,541,199,210,147,0.83,-909,, FC14, CA34,Mercedes
0,83,10,0,228,2343,837,235,222,119,0.87,-247,, FC14, CA37,Honda
115,289,17,534,4230,3283,2394,171,236,204,0.31,-802,, FC13, CA58,Toyota
16,84,5,488,1253,2569,1482,227,231,139,0.3,488,, FC13, CA22,BMW
32,135,10,192,579,2558,931,236,236,131,0.24,-414,, FC14, CA26,Honda
12,,13,120,3283,3030,1500,222,212,123,0.91,-605,, FC13, CA43,Toyota
4,36,13,30,1587,3186,2496,219,211,126,0,-607,, FC11, CA49,Toyota
91,351,12,742,1442,3187,2439,199,220,159,0.1,-258,, FC13, CA52,Toyota
11,183,14,85,247,2895,966,223,249,155,0.95,197,, FC13, CA53,BMW
193,117,41,277,918,2304,371,251,169,3,0.81,-486,, FC14, CA23,Mercedes
-2,,6,30,1476,2669,1397,222,227,140,1,-852,, FC13, CA30,BMW
192,337,23,306,335,2606,926,164,202,173,0.05,531,, FC14, CA30,Honda
93,22,30,162,570,2117,541,186,161,96,0.04,254,, FC14, CA30,Honda
91,52,20,331,360,2756,2259,226,193,93,0.71,921,, FC11, CA49,BMW
58,,12,361,2282,2692,2371,239,235,124,0.92,-227,, FC13, CA24,Honda
0,41,11,0,1682,2188,134,222,216,129,0.55,980,, FC14, CA23,Mercedes
7,348,13,30,67,2009,671,196,219,161,0.33,-308,, FC14, CA37,Honda
13,328,18,42,3891,3264,4079,173,215,181,0.54,-823,, FC11, CA58,GMC
-2,90,5,30,1425,3075,3182,227,232,139,0.66,630,, FC13, CA43,Toyota
-4,255,5,30,977,2127,1423,209,243,172,0.93,636,, FC14, CA37,Mercedes
147,85,31,277,295,2793,1984,246,173,33,0.55,-350,, FC11, CA50,BMW
0,13,3,0,875,2758,2206,216,233,154,0.4,133,, FC13, CA37,BMW
35,109,30,85,532,2103,134,254,191,41,0.26,-749,, FC14, CA23,Mercedes
36,150,22,120,1598,2620,2620,242,233,109,0.12,666,, FC13, CA24,Honda
180,142,27,319,2021,2925,742,247,223,87,0.17,822,, FC13, CA33,BMW
136,86,28,255,277,2797,1950,247,182,46,0.91,-456,, FC11, CA50,BMW
65,51,12,218,242,2731,2140,226,213,119,0.56,437,, FC11, CA49,BMW
0,47,8,0,1260,2106,1015,223,223,135,0.36,786,, FC14, CA37,Mercedes
6,13,13,90,5321,2919,4060,207,214,142,0.61,-188,, FC11, CA49,Toyota
207,329,25,458,1224,2295,1226,153,202,184,0.55,-492,, FC14, CA30,Honda
0,82,11,0,888,2333,1008,235,220,115,0.18,-100,, FC14, CA25,Mercedes
0,18,6,0,785,2203,335,216,227,149,0.87,306,, FC14, CA34,Mercedes
77,15,32,319,335,2135,764,174,157,104,0.28,-301,, FC14, CA30,Honda
25,126,16,361,807,2669,485,245,227,106,0.62,-735,, FC13, CA22,Honda
20,90,7,362,4243,3195,2880,231,229,132,0.32,881,R3, FC11, CA43,Toyota
61,67,4,706,1050,3205,2117,223,232,144,0.31,748,, FC13, CA52,Toyota
106,133,21,234,1345,2289,973,248,225,95,0.63,915,, FC14, CA23,Mercedes
89,223,20,391,1879,3310,3416,191,254,195,0.83,-188,, FC11, CA49,Toyota
13,328,16,127,4763,3185,1392,178,219,180,0.22,-975,, FC11, CA49,Toyota
5,30,8,42,4057,3229,2656,218,223,140,0.32,-471,, FC11, CA59,GMC
135,,25,300,309,2826,1422,238,184,63,0.41,34,, FC11, CA50,BMW
3,99,7,42,2512,3032,3952,233,230,130,0.11,-607,, FC11, CA43,Toyota
50,179,15,270,2925,3268,2377,225,248,151,0.54,-746,, FC11, CA49,GMC
-2,50,21,42,745,2404,864,224,189,89,0.37,85,, FC14, CA30,Honda
193,137,28,342,1991,2938,771,249,217,76,0.14,-600,, FC13, CA33,BMW
199,161,21,323,2036,2945,700,236,239,123,0.12,-476,, FC13, CA33,BMW
23,,29,60,1425,2181,787,246,219,80,0.26,101,, FC14, CA23,Mercedes
272,119,26,904,2461,3557,1209,253,207,63,0.62,772,R3, FC11, CA60,Toyota
123,240,13,277,3391,3378,524,196,250,191,0.4,486,, FC11, CA59,Toyota
12,,13,108,3482,3273,1442,225,247,152,0.99,-839,, FC13, CA43,Toyota
102,20,14,537,1068,2492,446,209,209,134,0.44,46,, FC14, CA26,Honda
10,310,11,124,5031,2918,1693,191,233,182,0.51,-397,, FC11, CA43,BMW
6,106,16,30,1275,2132,624,246,219,97,0.79,-935,, FC14, CA23,Mercedes
88,108,18,424,1679,2838,780,247,217,92,0.51,711,, FC13, CA33,BMW
49,106,29,210,741,2339,525,254,192,45,0.47,-573,, FC14, CA26,Honda
132,58,17,268,1364,2278,782,230,203,100,0.03,510,, FC14, CA30,Mercedes
13,326,15,30,1590,2851,1237,181,221,180,0.42,-862,R1, FC13, CA43,BMW
160,,39,255,858,2264,306,252,167,0,0.85,993,R2, FC14, CA23,Mercedes
83,355,13,285,1476,2624,1689,199,218,156,0.27,183,, FC13, CA30,Honda
71,343,9,242,1480,3259,2874,202,226,163,0.4,-915,, FC11, CA59,Toyota
-5,,11,30,2685,3192,2767,238,224,115,0.66,-815,, FC11, CA49,GMC
